debugkpRTb:debugCWMmo,initialized,0,,1703167883926
debugkpRTb:debugCWMmo,window_resize,0,"[1024, 768]",1703167883926
debugkpRTb:debugCWMmo,focus,180,on,1703167884106
debugkpRTb:debugCWMmo,window_resize,4721,"[1558, 768]",1703167888827
debugkpRTb:debugCWMmo,window_resize,760,"[1539, 768]",1703167889587
debugkpRTb:debugCWMmo,window_resize,13412,"[1600, 900]",1703167902999
debug1M41i:debug1CKXP,initialized,0,,1701964571671
debug1M41i:debug1CKXP,window_resize,0,"[1024, 767]",1701964571671
debug1M41i:debug1CKXP,focus,30693,off,1701964602364
debug1M41i:debug1CKXP,focus,3994,on,1701964606358
debugjg1Gf:debugWZ5sG,initialized,0,,1702748895276
debugjg1Gf:debugWZ5sG,window_resize,0,"[1024, 768]",1702748895276
debugjg1Gf:debugWZ5sG,focus,88,on,1702748895364
debugjg1Gf:debugWZ5sG,focus,15746,off,1702748911110
debugjg1Gf:debugWZ5sG,focus,3997,on,1702748915107
debugjg1Gf:debugWZ5sG,focus,41896,off,1702748957003
debugjg1Gf:debugWZ5sG,focus,482067,on,1702749439070
debugjg1Gf:debugWZ5sG,focus,9160,off,1702749448230
debugjg1Gf:debugWZ5sG,focus,13321,on,1702749461551
debugjg1Gf:debugWZ5sG,focus,64322,off,1702749525873
debugjg1Gf:debugWZ5sG,focus,18644,on,1702749544517
debugjg1Gf:debugWZ5sG,focus,6178,off,1702749550695
debugjg1Gf:debugWZ5sG,focus,68146,on,1702749618841
debugjg1Gf:debugWZ5sG,focus,1975,off,1702749620816
debugjg1Gf:debugWZ5sG,focus,32618,on,1702749653434
debugjg1Gf:debugWZ5sG,focus,37867,off,1702749691301
debugjg1Gf:debugWZ5sG,focus,2046,on,1702749693347
debugjg1Gf:debugWZ5sG,focus,854,off,1702749694201
debugjg1Gf:debugWZ5sG,focus,1826,on,1702749696027
debugjg1Gf:debugWZ5sG,focus,1752,off,1702749697779
debugjg1Gf:debugWZ5sG,focus,38814,on,1702749736593
debugjg1Gf:debugWZ5sG,focus,406258,off,1702750142851
debugjg1Gf:debugWZ5sG,focus,57425,on,1702750200276
debugcgz5O:debugaDCZ1,initialized,0,,1701961187031
debugcgz5O:debugaDCZ1,window_resize,0,"[1024, 767]",1701961187031
debugcgz5O:debugaDCZ1,focus,17339,off,1701961204370
debugcgz5O:debugaDCZ1,focus,7335,on,1701961211705
debug2KDMJ:debugzNpWN,initialized,0,,1701964679187
debug2KDMJ:debugzNpWN,window_resize,0,"[1024, 767]",1701964679187
debug2KDMJ:debugzNpWN,focus,36469,off,1701964715656
debug2KDMJ:debugzNpWN,focus,2645,on,1701964718301
debugQ9mQ2:debugMpf2f,initialized,0,,1701961192665
debugQ9mQ2:debugMpf2f,window_resize,0,"[1024, 740]",1701961192665
debugQ9mQ2:debugMpf2f,focus,21142,off,1701961213807
debugQ9mQ2:debugMpf2f,focus,3212,on,1701961217019
debugQ9mQ2:debugMpf2f,focus,907,off,1701961217926
debugQ9mQ2:debugMpf2f,focus,6395,on,1701961224321
debugQ9mQ2:debugMpf2f,window_resize,40949,"[1238, 786]",1701961265270
debugQ9mQ2:debugMpf2f,window_resize,1341,"[1440, 786]",1701961266611
debugQ9mQ2:debugMpf2f,focus,419948,off,1701961686559
debugQ9mQ2:debugMpf2f,focus,11183,on,1701961697742
debugQ9mQ2:debugMpf2f,focus,2195,off,1701961699937
debugQ9mQ2:debugMpf2f,focus,2457,on,1701961702394
debugQ9mQ2:debugMpf2f,focus,1067,off,1701961703461
debugQ9mQ2:debugMpf2f,focus,6278,on,1701961709739
debugQ9mQ2:debugMpf2f,focus,94555,off,1701961804294
debugQ9mQ2:debugMpf2f,focus,4416,on,1701961808710
debugGaxQW:debugPDMdj,initialized,0,,1701965726127
debugGaxQW:debugPDMdj,window_resize,1,"[1024, 654]",1701965726128
debugGaxQW:debugPDMdj,focus,1642,off,1701965727770
debugGaxQW:debugPDMdj,focus,3233,on,1701965731003
debugGaxQW:debugPDMdj,focus,46256,off,1701965777259
debugGaxQW:debugPDMdj,focus,5385,on,1701965782644
debugGaxQW:debugPDMdj,focus,1008243,off,1701966790887
debugGaxQW:debugPDMdj,focus,120519,on,1701966911406
debugGaxQW:debugPDMdj,focus,2222,off,1701966913628
debugGaxQW:debugPDMdj,focus,18615,on,1701966932243
debugGaxQW:debugPDMdj,focus,101484,off,1701967033727
debugGaxQW:debugPDMdj,focus,68912,on,1701967102639
debugGaxQW:debugPDMdj,focus,839552,off,1701967942191
debugGaxQW:debugPDMdj,focus,58518,on,1701968000709
debugYqMhb:debug81c24,initialized,0,,1701963021208
debugYqMhb:debug81c24,window_resize,0,"[1024, 768]",1701963021208
debugYqMhb:debug81c24,focus,18940,off,1701963040148
debugYqMhb:debug81c24,focus,6884,on,1701963047032
debugYqMhb:debug81c24,window_resize,88006,"[2560, 1326]",1701963135038
debugYqMhb:debug81c24,focus,1589850,off,1701964724888
debugYqMhb:debug81c24,focus,50603,on,1701964775491
debugLyxyy:debugSyGlo,initialized,0,,1701963985718
debugLyxyy:debugSyGlo,window_resize,0,"[1273, 812]",1701963985718
debugLyxyy:debugSyGlo,focus,28339,off,1701964014057
debugLyxyy:debugSyGlo,focus,4076,on,1701964018133
debugLyxyy:debugSyGlo,focus,478664,off,1701964496797
debugLyxyy:debugSyGlo,focus,254,on,1701964497051
debuge45UY:debug25Ute,initialized,0,,1703350168933
debuge45UY:debug25Ute,window_resize,0,"[2560, 1342]",1703350168933
debugGepSX:debugWps3A,initialized,0,,1698250768108
debugGepSX:debugWps3A,window_resize,0,"[1024, 767]",1698250768108
debugGepSX:debugWps3A,window_resize,38826,"[1600, 802]",1698250806934
debug6OKp9:debugskorg,initialized,0,,1695883670224
debug6OKp9:debugskorg,window_resize,0,"[1028, 778]",1695883670224
debug6OKp9:debugskorg,focus,304573,off,1695883974797
debug6OKp9:debugskorg,focus,62368,on,1695884037165
debug6OKp9:debugskorg,focus,22262,off,1695884059427
debug6OKp9:debugskorg,focus,85367,on,1695884144794
debug6OKp9:debugskorg,focus,3197,off,1695884147991
debug6OKp9:debugskorg,focus,33126,on,1695884181117
debug5DFeq:debugsoPz5,initialized,0,,1698251571406
debug5DFeq:debugsoPz5,window_resize,0,"[1024, 660]",1698251571406
debug5DFeq:debugsoPz5,window_resize,49599,"[1366, 768]",1698251621005
debugPv44K:debug8ggFa,initialized,0,,1701963981478
debugPv44K:debug8ggFa,window_resize,0,"[1536, 766]",1701963981478
debuglZzLa:debugj9FJ4,initialized,0,,1698251123698
debuglZzLa:debugj9FJ4,window_resize,17,"[980, 1650]",1698251123715
debuglZzLa:debugj9FJ4,window_resize,35942,"[980, 1650]",1698251159657
debuglZzLa:debugj9FJ4,window_resize,990,"[980, 1650]",1698251160647
debuglZzLa:debugj9FJ4,window_resize,2194,"[980, 1650]",1698251162841
debuglZzLa:debugj9FJ4,window_resize,172119,"[980, 1650]",1698251334960
debuglZzLa:debugj9FJ4,window_resize,824,"[980, 1650]",1698251335784
debuglZzLa:debugj9FJ4,window_resize,1722,"[980, 1650]",1698251337506
debugBf6iJ:debugdHSZb,initialized,0,,1702480016539
debugBf6iJ:debugdHSZb,window_resize,0,"[1028, 752]",1702480016539
debugBf6iJ:debugdHSZb,window_resize,24215,"[1012, 752]",1702480040754
debugBf6iJ:debugdHSZb,window_resize,360,"[1010, 752]",1702480041114
debugBf6iJ:debugdHSZb,window_resize,448,"[759, 752]",1702480041562
debugBf6iJ:debugdHSZb,window_resize,1218,"[699, 752]",1702480042780
debugBf6iJ:debugdHSZb,window_resize,439,"[684, 752]",1702480043219
debugBf6iJ:debugdHSZb,window_resize,1502,"[744, 752]",1702480044721
debugBf6iJ:debugdHSZb,window_resize,929,"[766, 752]",1702480045650
debugBf6iJ:debugdHSZb,window_resize,14545,"[1536, 766]",1702480060195
debugBf6iJ:debugdHSZb,window_resize,1603,"[766, 752]",1702480061798
debugBf6iJ:debugdHSZb,focus,15470,off,1702480077268
debugBf6iJ:debugdHSZb,focus,26732,on,1702480104000
debugBf6iJ:debugdHSZb,window_resize,290709,"[800, 752]",1702480394709
debugBf6iJ:debugdHSZb,window_resize,456,"[807, 752]",1702480395165
debugBf6iJ:debugdHSZb,focus,6423,off,1702480401588
debugBf6iJ:debugdHSZb,focus,13122,on,1702480414710
debugBf6iJ:debugdHSZb,focus,21662,off,1702480436372
debugBf6iJ:debugdHSZb,focus,4335,on,1702480440707
debugBf6iJ:debugdHSZb,focus,36681,off,1702480477388
debugBf6iJ:debugdHSZb,focus,24360,on,1702480501748
debugBf6iJ:debugdHSZb,focus,37393,off,1702480539141
debugBf6iJ:debugdHSZb,focus,7538,on,1702480546679
debugBf6iJ:debugdHSZb,focus,2152,off,1702480548831
debugBf6iJ:debugdHSZb,focus,6283,on,1702480555114
debugBf6iJ:debugdHSZb,focus,4686,off,1702480559800
debugBf6iJ:debugdHSZb,focus,3778,on,1702480563578
debugBf6iJ:debugdHSZb,focus,33859,off,1702480597437
debugBf6iJ:debugdHSZb,focus,55287,on,1702480652724
debugBf6iJ:debugdHSZb,focus,242118,off,1702480894842
debugBf6iJ:debugdHSZb,focus,8191,on,1702480903033
debugBf6iJ:debugdHSZb,focus,31090,off,1702480934123
debugBf6iJ:debugdHSZb,focus,39103,on,1702480973226
debugBf6iJ:debugdHSZb,focus,18151,off,1702480991377
debugBf6iJ:debugdHSZb,focus,55321,on,1702481046698
debugBf6iJ:debugdHSZb,focus,5747,off,1702481052445
debugBf6iJ:debugdHSZb,focus,7775,on,1702481060220
debugBf6iJ:debugdHSZb,focus,19657,off,1702481079877
debugBf6iJ:debugdHSZb,focus,46588,on,1702481126465
debugBf6iJ:debugdHSZb,window_resize,137544,"[747, 752]",1702481264009
debugBf6iJ:debugdHSZb,window_resize,1026,"[770, 752]",1702481265035
debugBf6iJ:debugdHSZb,focus,1601,off,1702481266636
debugBf6iJ:debugdHSZb,focus,66772,on,1702481333408
debugBf6iJ:debugdHSZb,focus,4505,off,1702481337913
debugBf6iJ:debugdHSZb,focus,144441,on,1702481482354
debugBf6iJ:debugdHSZb,focus,47648,off,1702481530002
debugBf6iJ:debugdHSZb,focus,8261,on,1702481538263
debugBf6iJ:debugdHSZb,focus,77094,off,1702481615357
debugBf6iJ:debugdHSZb,focus,13432,on,1702481628789
debugBf6iJ:debugdHSZb,focus,13753,off,1702481642542
debugBf6iJ:debugdHSZb,focus,23357,on,1702481665899
debugBf6iJ:debugdHSZb,focus,18007,off,1702481683906
debugBf6iJ:debugdHSZb,focus,1373,on,1702481685279
debugBf6iJ:debugdHSZb,focus,31064,off,1702481716343
debugBf6iJ:debugdHSZb,focus,15465,on,1702481731808
debugBf6iJ:debugdHSZb,focus,38435,off,1702481770243
debugBf6iJ:debugdHSZb,focus,3361,on,1702481773604
debugBf6iJ:debugdHSZb,focus,74896,off,1702481848500
debugBf6iJ:debugdHSZb,focus,10790,on,1702481859290
debugBf6iJ:debugdHSZb,focus,36521,off,1702481895811
debugBf6iJ:debugdHSZb,focus,6974,on,1702481902785
debugBf6iJ:debugdHSZb,window_resize,98770,"[1536, 766]",1702482001555
debugBf6iJ:debugdHSZb,window_resize,34326,"[770, 752]",1702482035881
debugYo1iD:debugZfNJz,initialized,0,,1703175185464
debugYo1iD:debugZfNJz,window_resize,0,"[1024, 765]",1703175185464
debugYo1iD:debugZfNJz,window_resize,19417,"[1440, 865]",1703175204881
debugbqxLk:debugFqAPX,initialized,0,,1701963985709
debugbqxLk:debugFqAPX,window_resize,0,"[1024, 767]",1701963985709
debugbqxLk:debugFqAPX,window_resize,16877,"[1920, 1020]",1701964002586
debug1NrJx:debughTNWL,initialized,0,,1701961205571
debug1NrJx:debughTNWL,window_resize,0,"[1024, 768]",1701961205571
debug1NrJx:debughTNWL,window_resize,20471,"[1920, 978]",1701961226042
debug1NrJx:debughTNWL,focus,9507,off,1701961235549
debug1NrJx:debughTNWL,focus,5573,on,1701961241122
debug2EcpU:debugsA7DU,initialized,0,,1701964038191
debug2EcpU:debugsA7DU,window_resize,0,"[1024, 767]",1701964038191
debug2EcpU:debugsA7DU,focus,496208,off,1701964534399
debug2EcpU:debugsA7DU,focus,8588,on,1701964542987
debugIrQkz:debugDx9NN,initialized,0,,1702748918030
debugIrQkz:debugDx9NN,window_resize,0,"[1440, 779]",1702748918030
debugIrQkz:debugDx9NN,focus,18700,off,1702748936730
debugIrQkz:debugDx9NN,focus,2577,on,1702748939307
debugho57q:debugJjssZ,initialized,0,,1698251250896
debugho57q:debugJjssZ,window_resize,0,"[1024, 768]",1698251250896
debugho57q:debugJjssZ,focus,133,on,1698251251029
debugho57q:debugJjssZ,window_resize,17918,"[1440, 806]",1698251268947
debugW7an8:debugMyBCD,initialized,0,,1703353352064
debugW7an8:debugMyBCD,window_resize,0,"[1024, 767]",1703353352064
debugW7an8:debugMyBCD,window_resize,33159,"[2240, 1225]",1703353385223
debugrV03N:debug6Hlo7,initialized,0,,1698251514856
debugrV03N:debug6Hlo7,window_resize,0,"[1024, 767]",1698251514856
debugrV03N:debug6Hlo7,window_resize,22764,"[1440, 900]",1698251537620
debug5Dpnz:debug1Dyad,initialized,0,,1703606106316
debug5Dpnz:debug1Dyad,window_resize,0,"[1024, 768]",1703606106316
debug5Dpnz:debug1Dyad,focus,117,on,1703606106433
debug5Dpnz:debug1Dyad,focus,1821,off,1703606108254
debug5Dpnz:debug1Dyad,focus,2670,on,1703606110924
debug5Dpnz:debug1Dyad,window_resize,8600,"[2560, 1328]",1703606119524
debugLn3ba:debug006HG,initialized,0,,1702480029144
debugLn3ba:debug006HG,window_resize,1,"[1366, 651]",1702480029145
debugLn3ba:debug006HG,focus,511714,off,1702480540859
debugLn3ba:debug006HG,focus,1216,on,1702480542075
debugLn3ba:debug006HG,focus,104936,off,1702480647011
debugLn3ba:debug006HG,focus,49,on,1702480647060
debugLn3ba:debug006HG,focus,747,off,1702480647807
debugLn3ba:debug006HG,focus,31,on,1702480647838
debugLn3ba:debug006HG,focus,471873,off,1702481119711
debugLn3ba:debug006HG,focus,1638,on,1702481121349
debug1vcfH:debugvS1b7,initialized,0,,1698251338916
debug1vcfH:debugvS1b7,window_resize,0,"[1024, 767]",1698251338916
debug1vcfH:debugvS1b7,focus,359,off,1698251339275
debug1vcfH:debugvS1b7,focus,2030,on,1698251341305
debug1vcfH:debugvS1b7,focus,102154,off,1698251443459
debug1vcfH:debugvS1b7,focus,6109,on,1698251449568
debug1vcfH:debugvS1b7,focus,8395,off,1698251457963
debug1vcfH:debugvS1b7,focus,17355,on,1698251475318
debug1vcfH:debugvS1b7,focus,1564,off,1698251476882
debug1vcfH:debugvS1b7,focus,3452,on,1698251480334
debug1vcfH:debugvS1b7,focus,277237,off,1698251757571
debug1vcfH:debugvS1b7,focus,129954,on,1698251887525
debug1vcfH:debugvS1b7,focus,162517,off,1698252050042
debug1vcfH:debugvS1b7,focus,14068,on,1698252064110
debug1vcfH:debugvS1b7,focus,43908,off,1698252108018
debug1vcfH:debugvS1b7,focus,14132,on,1698252122150
debug1vcfH:debugvS1b7,focus,57492,off,1698252179642
debug1vcfH:debugvS1b7,focus,20788,on,1698252200430
debug1vcfH:debugvS1b7,focus,135100,off,1698252335530
debug1vcfH:debugvS1b7,focus,2229,on,1698252337759
debug1vcfH:debugvS1b7,focus,867,off,1698252338626
debug1vcfH:debugvS1b7,focus,989,on,1698252339615
debug1vcfH:debugvS1b7,focus,582515,off,1698252922130
debug1vcfH:debugvS1b7,focus,66414,on,1698252988544
debug1vcfH:debugvS1b7,focus,3266,off,1698252991810
debug1vcfH:debugvS1b7,focus,47402,on,1698253039212
debug1vcfH:debugvS1b7,focus,3166,off,1698253042378
debug1vcfH:debugvS1b7,focus,858,on,1698253043236
debug1vcfH:debugvS1b7,focus,67534,off,1698253110770
debug1vcfH:debugvS1b7,focus,653,on,1698253111423
debug1vcfH:debugvS1b7,focus,179,off,1698253111602
debug1vcfH:debugvS1b7,focus,262,on,1698253111864
debug1vcfH:debugvS1b7,focus,114,off,1698253111978
debug1vcfH:debugvS1b7,focus,573,on,1698253112551
debug1vcfH:debugvS1b7,focus,387,off,1698253112938
debug1vcfH:debugvS1b7,focus,6757,on,1698253119695
debug1vcfH:debugvS1b7,focus,579,off,1698253120274
debug1vcfH:debugvS1b7,focus,950,on,1698253121224
debug1vcfH:debugvS1b7,focus,410,off,1698253121634
debug1vcfH:debugvS1b7,focus,703,on,1698253122337
debug1vcfH:debugvS1b7,focus,401,off,1698253122738
debug1vcfH:debugvS1b7,focus,853,on,1698253123591
debug1vcfH:debugvS1b7,focus,539,off,1698253124130
debug1vcfH:debugvS1b7,focus,837,on,1698253124967
debug1vcfH:debugvS1b7,focus,451,off,1698253125418
debug1vcfH:debugvS1b7,focus,1205,on,1698253126623
debug1vcfH:debugvS1b7,focus,3211,off,1698253129834
debug1vcfH:debugvS1b7,focus,566,on,1698253130400
debug1vcfH:debugvS1b7,focus,194,off,1698253130594
debug1vcfH:debugvS1b7,focus,5915,on,1698253136509
debug1vcfH:debugvS1b7,focus,3693,off,1698253140202
debug1vcfH:debugvS1b7,focus,30283,on,1698253170485
debug1vcfH:debugvS1b7,focus,25789,off,1698253196274
debug1vcfH:debugvS1b7,focus,1774,on,1698253198048
debug1vcfH:debugvS1b7,focus,10778,off,1698253208826
debug1vcfH:debugvS1b7,focus,6165,on,1698253214991
debug1vcfH:debugvS1b7,focus,235,off,1698253215226
debug1vcfH:debugvS1b7,focus,389,on,1698253215615
debug1vcfH:debugvS1b7,focus,2771,off,1698253218386
debug1vcfH:debugvS1b7,focus,2374,on,1698253220760
debug1vcfH:debugvS1b7,focus,185,off,1698253220945
debug1vcfH:debugvS1b7,focus,671,on,1698253221616
debug1vcfH:debugvS1b7,focus,601,off,1698253222217
debug1vcfH:debugvS1b7,focus,9165,on,1698253231382
debug1vcfH:debugvS1b7,focus,71389,off,1698253302771
debug1vcfH:debugvS1b7,focus,874,on,1698253303645
debug1vcfH:debugvS1b7,focus,1981,off,1698253305626
debug1vcfH:debugvS1b7,focus,58523,on,1698253364149
debug1vcfH:debugvS1b7,focus,54596,off,1698253418745
debug1vcfH:debugvS1b7,focus,11302,on,1698253430047
debug1vcfH:debugvS1b7,focus,237970,off,1698253668017
debug1vcfH:debugvS1b7,focus,7277,on,1698253675294
debug1vcfH:debugvS1b7,focus,166699,off,1698253841993
debug1vcfH:debugvS1b7,focus,12051,on,1698253854044
debugyGfOU:debughU1bZ,initialized,0,,1702748903742
debugyGfOU:debughU1bZ,window_resize,0,"[1024, 767]",1702748903742
debugyGfOU:debughU1bZ,window_resize,4955,"[1920, 974]",1702748908697
debugyGfOU:debughU1bZ,focus,649379,off,1702749558076
debugyGfOU:debughU1bZ,focus,793000,on,1702750351076
debugJ0in0:debugBFlPM,initialized,0,,1703258242668
debugJ0in0:debugBFlPM,window_resize,0,"[1024, 767]",1703258242668
debugJ0in0:debugBFlPM,window_resize,16232,"[1440, 865]",1703258258900
debugJ0in0:debugBFlPM,window_resize,7825,"[1024, 767]",1703258266725
debugJ0in0:debugBFlPM,focus,2492,off,1703258269217
debugJ0in0:debugBFlPM,focus,2205,on,1703258271422
debugJ0in0:debugBFlPM,window_resize,11521,"[1440, 865]",1703258282943
debugmaX9U:debugEANau,initialized,0,,1698251184513
debugmaX9U:debugEANau,window_resize,0,"[1028, 778]",1698251184513
debugmaX9U:debugEANau,window_resize,19618,"[1472, 806]",1698251204131
debugmaX9U:debugEANau,window_resize,10666,"[1028, 778]",1698251214797
debugmaX9U:debugEANau,focus,2132,off,1698251216929
debugmaX9U:debugEANau,focus,4383,on,1698251221312
debugmaX9U:debugEANau,window_resize,2050,"[1472, 806]",1698251223362
debugq5yvR:debugemj6y,initialized,0,,1698253956455
debugq5yvR:debugemj6y,window_resize,0,"[1024, 767]",1698253956455
debugq5yvR:debugemj6y,window_resize,153408,"[1920, 974]",1698254109863
debugq5yvR:debugemj6y,focus,969588,off,1698255079451
debugq5yvR:debugemj6y,focus,7881,on,1698255087332
debugDA6I9:debugkhoVI,initialized,0,,1701961217422
debugDA6I9:debugkhoVI,window_resize,0,"[1920, 974]",1701961217422
debugDA6I9:debugkhoVI,focus,4415,off,1701961221837
debugDA6I9:debugkhoVI,focus,2514,on,1701961224351
debugDA6I9:debugkhoVI,window_resize,23655,"[1920, 1080]",1701961248006
debugDA6I9:debugkhoVI,focus,5481,off,1701961253487
debugDA6I9:debugkhoVI,window_resize,1069,"[1920, 1079]",1701961254556
debugDA6I9:debugkhoVI,focus,870,on,1701961255426
debugDA6I9:debugkhoVI,window_resize,223,"[1920, 1080]",1701961255649
debugDA6I9:debugkhoVI,focus,27450,off,1701961283099
debugDA6I9:debugkhoVI,focus,3298,on,1701961286397
debugDA6I9:debugkhoVI,focus,25158,off,1701961311555
debugDA6I9:debugkhoVI,window_resize,987,"[1920, 1079]",1701961312542
debugDA6I9:debugkhoVI,focus,1056,on,1701961313598
debugDA6I9:debugkhoVI,window_resize,220,"[1920, 1080]",1701961313818
debugDA6I9:debugkhoVI,focus,606397,off,1701961920215
debugDA6I9:debugkhoVI,window_resize,217,"[1920, 1079]",1701961920432
debugDA6I9:debugkhoVI,focus,6836,on,1701961927268
debugDA6I9:debugkhoVI,window_resize,232,"[1920, 1080]",1701961927500
debugDA6I9:debugkhoVI,focus,2790,off,1701961930290
debugDA6I9:debugkhoVI,window_resize,258,"[1920, 1079]",1701961930548
debugDA6I9:debugkhoVI,focus,1380,on,1701961931928
debugDA6I9:debugkhoVI,window_resize,239,"[1920, 1080]",1701961932167
debugLprDn:debugjE2CS,initialized,0,,1698251957410
